VEICULO;Safra;PROBLEMA;INICIO_PARADA;TERMINO_PARADA; TEMPO_PARADO ;Time_req;Time_day;y
B;2015;Rolos;16/09/2015 11:39;16/09/2015 15:09; 3.50 ;25/4;116.4347801;116
B;2015;Rolos;01/10/2015 07:07;01/10/2015 08:06; 0.99 ;14/1;14.66559028;15
B;2015;Rolos;09/10/2015 19:23;10/10/2015 00:38; 5.25 ;8/1;8.46974537;8
B;2015;Rolos;10/10/2015 12:56;10/10/2015 14:09; 1.21 ;0/1;0.512939815;1
B;2015;Rolos;13/10/2015 15:16;13/10/2015 15:49; 0.55 ;3/1;3.046678241;3
B;2015;Rolos;18/10/2015 06:42;18/10/2015 08:09; 1.46 ;4/1;4.620011574;5
B;2015;Rolos;22/11/2015 11:21;22/11/2015 11:53; 0.54 ;4/2;35.13327546;35
B;2015;Rolos;01/12/2015 14:21;01/12/2015 14:56; 0.59 ;9/1;9.102511574;9
B;2016;Rolos;03/04/2016 20:10;04/04/2016 00:43; 4.56 ;3/5;124.2175694;124
B;2016;Rolos;04/04/2016 05:48;04/04/2016 06:12; 0.40 ;0/1;0.211365741;1
B;2016;Rolos;28/05/2016 16:24;28/05/2016 17:32; 1.14 ;23/2;54.42493056;54
B;2016;Rolos;02/06/2016 16:47;02/06/2016 23:06; 6.31 ;4/1;4.968854167;5
B;2016;Rolos;13/06/2016 21:31;14/06/2016 01:23; 3.86 ;10/1;10.93425926;11
B;2016;Rolos;25/06/2016 01:22;25/06/2016 01:49; 0.45 ;10/1;10.99899306;11
B;2016;Rolos;25/06/2016 09:01;25/06/2016 09:46; 0.74 ;0/1;0.300277778;1
B;2016;Rolos;10/07/2016 05:11;10/07/2016 06:29; 1.29 ;14/1;14.8091088;15
B;2016;Rolos;28/07/2016 04:40;28/07/2016 07:45; 3.09 ;17/1;17.92436343;18
B;2016;Rolos;02/08/2016 03:51;02/08/2016 05:11; 1.33 ;4/1;4.837152778;5
B;2016;Rolos;08/08/2016 06:20;08/08/2016 08:31; 2.19 ;6/1;6.048287037;6
B;2016;Rolos;08/08/2016 16:27;08/08/2016 19:05; 2.63 ;0/1;0.330092593;1
B;2016;Rolos;13/08/2016 09:22;13/08/2016 09:43; 0.35 ;4/1;4.595381944;5
B;2016;Rolos;05/09/2016 22:23;06/09/2016 00:09; 1.77 ;23/1;23.52747685;24
B;2016;Rolos;06/09/2016 01:52;06/09/2016 03:03; 1.20 ;0/1;0.071006944;1
B;2016;Rolos;06/09/2016 19:35;06/09/2016 21:08; 1.55 ;0/1;0.68837963;1
B;2016;Rolos;25/09/2016 07:51;25/09/2016 08:33; 0.70 ;18/1;18.44672454;18
B;2016;Rolos;30/09/2016 10:20;30/09/2016 12:02; 1.69 ;5/1;5.074560185;5
B;2017;Rolos;13/04/2017 08:20;13/04/2017 08:59; 0.64 ;12/7;194.8459606;195
B;2017;Rolos;14/05/2017 15:18;14/05/2017 15:46; 0.47 ;31/1;31.26328704;31
B;2017;Rolos;14/05/2017 17:43;14/05/2017 20:48; 3.10 ;0/1;0.081215278;1
B;2017;Rolos;07/06/2017 07:46;07/06/2017 09:59; 2.22 ;23/1;23.45657407;23
B;2017;Rolos;11/07/2017 01:43;11/07/2017 02:23; 0.67 ;2/2;33.65548611;34
B;2017;Rolos;19/07/2017 23:05;20/07/2017 02:23; 3.31 ;8/1;8.862175926;9
B;2017;Rolos;22/07/2017 02:21;22/07/2017 10:27; 8.09 ;1/1;1.998368056;2
B;2017;Rolos;04/08/2017 23:28;05/08/2017 02:32; 3.07 ;13/1;13.54260417;14
A;2015;Sistema de Giro;02/07/2015 15:10;02/07/2015 15:46; 0.61 ;FALSE;;
A;2015;Sistema de Giro;04/09/2015 11:42;04/09/2015 17:14; 5.54 ;3/3;63.8303125;64
A;2015;Sistema de Giro;05/09/2015 01:25;05/09/2015 03:32; 2.11 ;0/1;0.340844907;1
A;2015;Sistema de Giro;06/09/2015 22:02;06/09/2015 23:05; 1.05 ;1/1;1.771053241;2
A;2015;Sistema de Giro;17/09/2015 04:18;17/09/2015 05:21; 1.06 ;10/1;10.21703704;11
A;2016;Sistema de Giro;28/06/2016 05:37;28/06/2016 06:18; 0.68 ;11/10;285.0108681;285
B;2015;Sistema de Giro;09/04/2015 02:23;09/04/2015 02:44; 0.35 ;FALSE;;
B;2016;Sistema de Giro;25/08/2016 06:19;25/08/2016 09:11; 2.87 ;18/5;504.1491204;514
B;2016;Sistema de Giro;29/09/2016 11:19;29/09/2016 12:10; 0.85 ;4/2;35.0890625;35
B;2017;Sistema de Giro;30/04/2017 17:21;30/04/2017 18:45; 1.41 ;31/7;213.2155324;213
B;2017;Sistema de Giro;01/05/2017 17:05;01/05/2017 17:27; 0.36 ;0/1;0.930439815;1
B;2017;Sistema de Giro;24/05/2017 16:46;24/05/2017 18:25; 1.65 ;22/1;22.97193287;23
B;2017;Sistema de Giro;09/07/2017 15:18;09/07/2017 19:58; 4.67 ;14/2;45.87006944;46
B;2017;Sistema de Giro;12/07/2017 22:40;12/07/2017 22:51; 0.18 ;3/1;3.112303241;3
B;2017;Sistema de Giro;14/07/2017 16:43;14/07/2017 18:01; 1.30 ;1/1;1.744155093;2
B;2017;Sistema de Giro;05/09/2017 10:30;06/09/2017 06:10; 19.67 ;21/2;52.6871412;53
A;2015;Sistema Rodante;26/08/2015 07:55;26/08/2015 10:13; 2.29 ;FALSE;;
A;2015;Sistema Rodante;02/09/2015 20:07;02/09/2015 20:33; 0.44 ;7/1;7.41255787;7
A;2015;Sistema Rodante;03/09/2015 16:49;03/09/2015 18:44; 1.92 ;0/1;0.844756944;1
A;2015;Sistema Rodante;04/09/2015 17:16;05/09/2015 00:53; 7.62 ;0/1;0.93837963;1
A;2015;Sistema Rodante;17/09/2015 15:45;17/09/2015 17:23; 1.63 ;12/1;12.6196412;13
A;2015;Sistema Rodante;17/09/2015 20:30;17/09/2015 22:44; 2.22 ;0/1;0.130023148;1
A;2015;Sistema Rodante;12/10/2015 15:33;12/10/2015 16:28; 0.91 ;24/1;24.70076389;25
A;2015;Sistema Rodante;13/10/2015 16:51;13/10/2015 22:23; 5.53 ;1/1;1.01630787;1
A;2015;Sistema Rodante;25/10/2015 01:09;25/10/2015 02:42; 1.54 ;11/1;11.11542824;11
A;2015;Sistema Rodante;25/10/2015 21:15;26/10/2015 08:04; 10.82 ;0/1;0.773252315;1
A;2015;Sistema Rodante;01/11/2015 14:27;01/11/2015 14:58; 0.51 ;6/1;6.266273148;6
A;2015;Sistema Rodante;26/11/2015 15:12;26/11/2015 17:01; 1.81 ;25/1;25.00984954;25
A;2016;Sistema Rodante;12/07/2016 21:41;13/07/2016 00:54; 3.22 ;16/8;229.194294;229
A;2016;Sistema Rodante;26/07/2016 07:10;26/07/2016 08:08; 0.96 ;13/1;13.26111111;13
A;2016;Sistema Rodante;26/07/2016 18:17;27/07/2016 04:49; 10.53 ;0/1;0.422986111;1
A;2016;Sistema Rodante;30/07/2016 04:47;30/07/2016 05:25; 0.63 ;2/1;2.99900463;3
A;2016;Sistema Rodante;30/07/2016 06:19;30/07/2016 07:35; 1.28 ;0/1;0.037037037;1
A;2016;Sistema Rodante;01/08/2016 12:36;01/08/2016 14:04; 1.47 ;2/1;2.209027778;2
A;2016;Sistema Rodante;06/09/2016 16:32;06/09/2016 17:53; 1.36 ;5/2;36.10225694;36
A;2016;Sistema Rodante;09/09/2016 02:42;09/09/2016 06:29; 3.80 ;2/1;2.366875;2
A;2016;Sistema Rodante;27/09/2016 06:57;27/09/2016 08:07; 1.17 ;18/1;18.01931713;18
A;2016;Sistema Rodante;29/09/2016 12:31;29/09/2016 21:26; 8.93 ;2/1;2.182858796;2
A;2016;Sistema Rodante;29/09/2016 21:35;29/09/2016 23:32; 1.95 ;0/1;0.005960648;1
A;2016;Sistema Rodante;07/10/2016 09:42;07/10/2016 10:03; 0.35 ;7/1;7.423599537;7
A;2016;Sistema Rodante;31/10/2016 16:30;01/11/2016 03:01; 10.53 ;24/1;24.26876157;24
A;2017;Sistema Rodante;15/04/2017 08:57;15/04/2017 11:26; 2.49 ;13/6;165.2466898;165
A;2017;Sistema Rodante;30/05/2017 05:48;30/05/2017 08:29; 2.68 ;13/2;44.76532407;45
A;2017;Sistema Rodante;05/06/2017 19:17;05/06/2017 20:59; 1.69 ;6/1;6.45037037;6
A;2017;Sistema Rodante;22/07/2017 11:38;22/07/2017 11:56; 0.31 ;15/2;46.61024306;47
A;2017;Sistema Rodante;31/07/2017 21:49;31/07/2017 22:06; 0.28 ;9/1;9.412025463;9
A;2017;Sistema Rodante;02/08/2017 17:22;02/08/2017 18:29; 1.12 ;1/1;1.802615741;2
A;2017;Sistema Rodante;02/08/2017 18:46;02/08/2017 20:07; 1.36 ;0/1;0.0115625;1
A;2017;Sistema Rodante;19/08/2017 01:17;19/08/2017 08:05; 6.80 ;16/1;16.21483796;16
B;2015;Sistema Rodante;19/04/2015 18:19;19/04/2015 20:04; 1.75 ;FALSE;;
B;2015;Sistema Rodante;23/04/2015 04:25;23/04/2015 08:16; 3.84 ;3/1;3.348240741;3
B;2015;Sistema Rodante;25/04/2015 16:13;25/04/2015 16:42; 0.47 ;2/1;2.331805556;2
B;2015;Sistema Rodante;30/04/2015 13:28;30/04/2015 14:13; 0.76 ;4/1;4.865324074;5
B;2015;Sistema Rodante;01/05/2015 07:13;01/05/2015 09:59; 2.77 ;0/1;0.707777778;1
B;2015;Sistema Rodante;21/05/2015 18:27;21/05/2015 19:06; 0.65 ;20/1;20.35324074;21
B;2015;Sistema Rodante;21/05/2015 23:12;22/05/2015 00:29; 1.30 ;0/1;0.170486111;1
B;2015;Sistema Rodante;01/07/2015 01:21;01/07/2015 03:41; 2.33 ;9/2;40.03599537;41
B;2015;Sistema Rodante;26/07/2015 23:15;27/07/2015 01:20; 2.08 ;25/1;25.8153125;26
B;2015;Sistema Rodante;27/07/2015 12:51;27/07/2015 14:09; 1.29 ;0/1;0.480416667;1
B;2016;Sistema Rodante;24/05/2016 04:24;24/05/2016 06:58; 2.57 ;27/10;301.5937963;312
B;2016;Sistema Rodante;28/05/2016 23:11;29/05/2016 04:21; 5.17 ;4/1;4.676018519;5
B;2016;Sistema Rodante;23/06/2016 11:41;23/06/2016 13:15; 1.57 ;25/1;25.30506944;25
B;2016;Sistema Rodante;23/06/2016 13:19;23/06/2016 21:29; 8.17 ;0/1;0.003159722;1
B;2016;Sistema Rodante;04/09/2016 21:18;04/09/2016 22:38; 1.32 ;12/3;72.99222222;73
B;2016;Sistema Rodante;20/09/2016 08:57;20/09/2016 10:17; 1.33 ;15/1;15.43021991;15
B;2016;Sistema Rodante;04/10/2016 17:08;04/10/2016 18:12; 1.05 ;14/1;14.285625;14
B;2017;Sistema Rodante;08/04/2017 23:00;09/04/2017 03:00; 4.00 ;4/7;186.2001968;186
B;2017;Sistema Rodante;09/04/2017 10:19;09/04/2017 11:11; 0.86 ;0/1;0.305266204;1
B;2017;Sistema Rodante;09/04/2017 14:51;09/04/2017 18:09; 3.29 ;0/1;0.152905093;1
B;2017;Sistema Rodante;14/04/2017 07:43;14/04/2017 08:30; 0.78 ;4/1;4.565694444;5
B;2017;Sistema Rodante;18/04/2017 07:06;18/04/2017 09:02; 1.93 ;3/1;3.941550926;4
B;2017;Sistema Rodante;08/05/2017 08:58;08/05/2017 10:44; 1.77 ;19/1;19.99737269;21
B;2017;Sistema Rodante;20/05/2017 13:39;20/05/2017 13:39; 0.00 ;12/1;12.12135417;12
B;2017;Sistema Rodante;29/05/2017 06:46;29/05/2017 07:12; 0.43 ;8/1;8.713541667;9
B;2017;Sistema Rodante;10/06/2017 07:03;10/06/2017 08:48; 1.74 ;11/1;11.99381944;12
B;2017;Sistema Rodante;19/06/2017 01:47;19/06/2017 04:27; 2.67 ;8/1;8.707719907;9
A;2015;Suspensão;14/07/2015 01:39;14/07/2015 03:50; 2.18 ;FALSE;;
A;2015;Suspensão;24/07/2015 07:39;24/07/2015 09:13; 1.57 ;10/1;10.1587963;11
A;2015;Suspensão;11/08/2015 22:31;11/08/2015 23:03; 0.53 ;18/1;18.55393519;19
A;2015;Suspensão;16/09/2015 15:08;16/09/2015 18:00; 2.86 ;4/2;35.6705787;36
A;2015;Suspensão;20/09/2015 20:43;21/09/2015 04:05; 7.38 ;4/1;4.112789352;4
A;2015;Suspensão;29/09/2015 11:11;29/09/2015 13:09; 1.98 ;8/1;8.295601852;8
A;2015;Suspensão;10/10/2015 01:11;10/10/2015 03:04; 1.89 ;10/1;10.50096065;11
A;2016;Suspensão;30/06/2016 12:01;30/06/2016 13:10; 1.15 ;20/9;264.3729051;264
A;2016;Suspensão;08/08/2016 08:08;08/08/2016 10:07; 1.98 ;7/2;38.79018519;39
A;2016;Suspensão;20/10/2016 23:43;21/10/2016 06:34; 6.85 ;13/3;73.56655093;74
A;2017;Suspensão;07/04/2017 08:00;07/04/2017 11:38; 3.63 ;16/6;168.0596296;168
A;2017;Suspensão;04/05/2017 17:04;04/05/2017 18:08; 1.06 ;27/1;27.22670139;27
A;2017;Suspensão;18/08/2017 20:17;19/08/2017 01:16; 4.99 ;15/4;106.0896528;116
A;2017;Suspensão;22/08/2017 11:51;22/08/2017 14:17; 2.45 ;3/1;3.440520833;3
B;2015;Suspensão;04/09/2015 07:00;04/09/2015 09:20; 2.34 ;FALSE;;
B;2016;Suspensão;08/04/2016 22:11;09/04/2016 00:22; 2.19 ;4/8;217.535;218
B;2016;Suspensão;12/05/2016 23:18;13/05/2016 00:17; 0.97 ;2/2;33.95570602;34
B;2016;Suspensão;13/05/2016 15:42;14/05/2016 05:17; 13.58 ;0/1;0.642291667;1
B;2016;Suspensão;29/06/2016 02:20;29/06/2016 06:39; 4.32 ;14/2;45.87695602;46
B;2016;Suspensão;11/07/2016 07:30;11/07/2016 09:01; 1.51 ;12/1;12.03579861;12
B;2016;Suspensão;13/07/2016 13:28;13/07/2016 15:25; 1.96 ;2/1;2.185219907;2
B;2016;Suspensão;07/09/2016 13:11;07/09/2016 19:05; 5.90 ;24/2;55.90663194;56
B;2016;Suspensão;22/09/2016 02:13;22/09/2016 05:57; 3.73 ;14/1;14.29726852;14
B;2017;Suspensão;12/05/2017 06:47;12/05/2017 12:42; 5.91 ;19/8;232.0352431;232
B;2017;Suspensão;03/07/2017 10:29;03/07/2017 12:46; 2.28 ;20/2;51.90789352;52
B;2017;Suspensão;17/07/2017 15:44;17/07/2017 20:24; 4.66 ;14/1;14.12354167;14
A;2015;Transmissão;07/04/2015 03:49;07/04/2015 05:12; 1.38 ;FALSE;;
A;2015;Transmissão;24/04/2015 17:24;24/04/2015 18:12; 0.81 ;17/1;17.50792824;18
A;2015;Transmissão;07/06/2015 17:57;07/06/2015 18:33; 0.60 ;12/2;43.98914352;44
A;2015;Transmissão;07/06/2015 19:51;07/06/2015 23:30; 3.65 ;0/1;0.054155093;1
A;2015;Transmissão;30/07/2015 04:31;30/07/2015 05:11; 0.67 ;21/2;52.20936343;52
A;2015;Transmissão;11/08/2015 23:04;12/08/2015 01:45; 2.69 ;12/1;12.74469907;13
A;2015;Transmissão;17/08/2015 13:52;17/08/2015 14:19; 0.45 ;5/1;5.504305556;6
A;2015;Transmissão;30/08/2015 12:01;30/08/2015 16:59; 4.97 ;12/1;12.90415509;13
A;2015;Transmissão;30/08/2015 18:09;30/08/2015 20:43; 2.58 ;0/1;0.04849537;1
A;2015;Transmissão;15/09/2015 00:45;15/09/2015 02:03; 1.30 ;15/1;15.16792824;15
A;2015;Transmissão;21/09/2015 05:24;21/09/2015 08:33; 3.15 ;6/1;6.139594907;6
A;2015;Transmissão;04/10/2015 04:24;04/10/2015 07:55; 3.51 ;12/1;12.82685185;13
A;2015;Transmissão;20/10/2015 09:44;20/10/2015 11:10; 1.44 ;16/1;16.07553241;16
A;2015;Transmissão;27/10/2015 18:12;27/10/2015 22:54; 4.70 ;7/1;7.292662037;7
A;2015;Transmissão;30/10/2015 10:43;30/10/2015 11:15; 0.52 ;2/1;2.492951389;2
A;2015;Transmissão;30/10/2015 14:58;30/10/2015 15:29; 0.52 ;0/1;0.154710648;1
A;2015;Transmissão;31/10/2015 12:42;31/10/2015 14:42; 2.00 ;0/1;0.884618056;1
A;2015;Transmissão;07/11/2015 14:20;08/11/2015 02:42; 12.36 ;6/1;6.984756944;7
A;2015;Transmissão;08/12/2015 14:26;08/12/2015 16:08; 1.70 ;30/1;30.48896991;31
A;2016;Transmissão;12/04/2016 15:19;12/04/2016 16:45; 1.43 ;4/5;125.9658333;126
A;2016;Transmissão;14/04/2016 06:58;14/04/2016 09:07; 2.16 ;1/1;1.592453704;2
A;2016;Transmissão;24/04/2016 13:26;24/04/2016 14:19; 0.87 ;10/1;10.17984954;11
A;2016;Transmissão;02/05/2016 03:48;02/05/2016 04:40; 0.87 ;7/1;7.561840278;8
A;2016;Transmissão;08/05/2016 11:24;08/05/2016 12:33; 1.15 ;6/1;6.2809375;6
A;2016;Transmissão;11/05/2016 23:37;12/05/2016 00:29; 0.87 ;3/1;3.460833333;3
A;2016;Transmissão;20/05/2016 09:37;20/05/2016 17:26; 7.83 ;8/1;8.380196759;8
A;2016;Transmissão;18/06/2016 05:44;18/06/2016 09:00; 3.27 ;28/1;28.51238426;29
A;2016;Transmissão;06/07/2016 08:25;06/07/2016 08:45; 0.35 ;17/1;17.9750463;18
A;2016;Transmissão;06/07/2016 11:12;06/07/2016 12:56; 1.73 ;0/1;0.101678241;1
A;2016;Transmissão;10/07/2016 14:10;10/07/2016 16:10; 2.00 ;4/1;4.051458333;4
A;2016;Transmissão;27/07/2016 11:34;27/07/2016 19:20; 7.77 ;16/1;16.80825231;17
A;2016;Transmissão;28/07/2016 02:43;28/07/2016 12:59; 10.27 ;0/1;0.307800926;1
A;2016;Transmissão;11/08/2016 04:31;11/08/2016 05:22; 0.86 ;13/1;13.64719907;14
A;2016;Transmissão;23/08/2016 12:36;23/08/2016 14:24; 1.80 ;12/1;12.30118056;12
A;2016;Transmissão;13/09/2016 17:38;13/09/2016 20:28; 2.83 ;21/1;21.13467593;21
A;2016;Transmissão;25/09/2016 00:02;25/09/2016 00:26; 0.40 ;11/1;11.14835648;11
A;2016;Transmissão;26/09/2016 08:44;26/09/2016 09:52; 1.13 ;1/1;1.345706019;1
A;2016;Transmissão;18/10/2016 00:11;18/10/2016 01:14; 1.04 ;21/1;21.59688657;22
A;2016;Transmissão;24/10/2016 09:18;24/10/2016 11:11; 1.89 ;6/1;6.33619213;6
A;2016;Transmissão;25/10/2016 00:15;25/10/2016 02:50; 2.59 ;0/1;0.544143519;1
A;2016;Transmissão;25/10/2016 04:08;25/10/2016 07:18; 3.17 ;0/1;0.053969907;1
A;2016;Transmissão;28/10/2016 15:25;28/10/2016 15:54; 0.48 ;3/1;3.338518519;3
A;2016;Transmissão;28/10/2016 21:54;29/10/2016 00:22; 2.47 ;0/1;0.249988426;1
A;2016;Transmissão;29/10/2016 15:25;29/10/2016 18:24; 2.98 ;0/1;0.626747685;1
A;2016;Transmissão;06/11/2016 13:19;06/11/2016 20:52; 7.55 ;7/1;7.788472222;8
A;2017;Transmissão;03/04/2017 16:40;03/04/2017 19:45; 3.07 ;26/5;147.8251273;148
A;2017;Transmissão;06/04/2017 17:53;06/04/2017 19:24; 1.51 ;2/1;2.922650463;3
A;2017;Transmissão;08/04/2017 05:09;08/04/2017 05:30; 0.35 ;1/1;1.406701389;1
A;2017;Transmissão;12/05/2017 09:46;12/05/2017 11:41; 1.92 ;3/2;34.17743056;34
A;2017;Transmissão;15/05/2017 09:19;15/05/2017 10:16; 0.95 ;2/1;2.901215278;3
A;2017;Transmissão;20/05/2017 18:06;20/05/2017 18:23; 0.27 ;5/1;5.326481481;5
A;2017;Transmissão;08/06/2017 07:58;08/06/2017 09:06; 1.14 ;18/1;18.56623843;19
A;2017;Transmissão;09/07/2017 21:48;09/07/2017 22:42; 0.90 ;31/1;31.52903935;32
A;2017;Transmissão;02/08/2017 10:28;02/08/2017 12:59; 2.52 ;23/1;23.48989583;23
A;2017;Transmissão;21/08/2017 11:27;21/08/2017 16:30; 5.05 ;18/1;18.93634259;19
A;2017;Transmissão;23/08/2017 20:23;23/08/2017 20:58; 0.57 ;2/1;2.161793981;2
B;2015;Transmissão;16/05/2015 16:14;16/05/2015 17:05; 0.85 ;FALSE;;
B;2015;Transmissão;23/05/2015 23:33;23/05/2015 23:57; 0.41 ;7/1;7.269340278;7
B;2015;Transmissão;29/06/2015 21:48;29/06/2015 23:14; 1.44 ;5/2;36.91011574;37
B;2015;Transmissão;05/07/2015 17:11;05/07/2015 18:25; 1.24 ;5/1;5.747916667;6
B;2015;Transmissão;17/07/2015 09:57;17/07/2015 22:16; 12.30 ;11/1;11.64728009;12
B;2015;Transmissão;26/07/2015 10:22;26/07/2015 11:35; 1.21 ;8/1;8.504699074;9
B;2015;Transmissão;25/08/2015 20:18;25/08/2015 20:52; 0.57 ;30/1;30.36295139;31
B;2015;Transmissão;10/10/2015 22:21;10/10/2015 23:23; 1.04 ;15/2;46.06188657;46
B;2015;Transmissão;18/11/2015 15:19;18/11/2015 16:56; 1.63 ;7/2;38.66342593;39
B;2015;Transmissão;21/11/2015 06:40;21/11/2015 13:16; 6.60 ;2/1;2.572210648;3
B;2015;Transmissão;22/11/2015 14:25;22/11/2015 14:42; 0.29 ;1/1;1.048055556;1
B;2016;Transmissão;19/04/2016 05:16;19/04/2016 05:27; 0.19 ;27/5;148.6069444;149
B;2016;Transmissão;21/04/2016 11:58;21/04/2016 14:18; 2.33 ;2/1;2.271180556;2
B;2016;Transmissão;26/04/2016 14:04;26/04/2016 14:19; 0.24 ;4/1;4.990740741;5
B;2016;Transmissão;19/05/2016 22:17;19/05/2016 23:14; 0.94 ;23/1;23.33224537;23
B;2016;Transmissão;19/07/2016 08:04;19/07/2016 08:34; 0.49 ;29/2;60.36864583;61
B;2016;Transmissão;06/08/2016 01:25;06/08/2016 02:20; 0.91 ;17/1;17.70232639;18
B;2016;Transmissão;10/09/2016 01:23;10/09/2016 01:41; 0.31 ;3/2;34.96034722;35
B;2016;Transmissão;13/09/2016 10:23;13/09/2016 12:10; 1.79 ;3/1;3.362546296;3
B;2017;Transmissão;15/04/2017 07:47;15/04/2017 10:57; 3.18 ;31/7;213.8167708;214
B;2017;Transmissão;04/05/2017 11:45;04/05/2017 13:09; 1.40 ;19/1;19.03320602;19
B;2017;Transmissão;08/05/2017 16:10;08/05/2017 18:02; 1.86 ;4/1;4.125636574;4
B;2017;Transmissão;20/05/2017 18:05;20/05/2017 18:23; 0.29 ;12/1;12.0024537;12
B;2017;Transmissão;26/05/2017 21:20;26/05/2017 23:06; 1.77 ;6/1;6.123217593;6
B;2017;Transmissão;16/06/2017 01:05;16/06/2017 05:33; 4.47 ;20/1;20.08230324;21
B;2017;Transmissão;13/07/2017 23:52;14/07/2017 02:13; 2.35 ;27/1;27.76315972;28
B;2017;Transmissão;13/08/2017 13:23;13/08/2017 15:20; 1.94 ;30/1;30.46538194;31
B;2017;Transmissão;23/08/2017 12:10;23/08/2017 13:01; 0.85 ;9/1;9.868217593;11
